fips,series_complete_pop_pct,date
40069,29,07/04/2021
42031,34.3,07/04/2021
21165,32.8,07/04/2021
48271,0,07/04/2021
36019,59.2,07/04/2021
19037,43.4,07/04/2021
42027,47.9,07/04/2021
35019,23.9,07/04/2021
27099,48,07/04/2021
40067,30.4,07/04/2021
36033,50.5,07/04/2021
19189,42.7,07/04/2021
48469,0,07/04/2021
20011,26.4,07/04/2021
55035,49.4,07/04/2021
53065,29.1,07/04/2021
30007,26.4,07/04/2021
48061,0,07/04/2021
36039,48.6,07/04/2021
01025,30.1,07/04/2021
20153,31.8,07/04/2021
19019,42.3,07/04/2021
24027,67.3,07/04/2021
13275,13.9,07/04/2021
56023,27.3,07/04/2021
28131,27.2,07/04/2021
37119,43.5,07/04/2021
35011,31.1,07/04/2021
39143,41.9,07/04/2021
40011,31.7,07/04/2021
13009,6.5,07/04/2021
35003,26.5,07/04/2021
23031,62.7,07/04/2021
06101,39.3,07/04/2021
20167,31.8,07/04/2021
18045,36.2,07/04/2021
48427,0,07/04/2021
45055,39.7,07/04/2021
46015,32.1,07/04/2021
38101,33.4,07/04/2021
19015,51.4,07/04/2021
31049,22.4,07/04/2021
08115,21.4,07/04/2021
22033,38.9,07/04/2021
13121,23,07/04/2021
38049,32,07/04/2021
29015,34.4,07/04/2021
22025,24.1,07/04/2021
18169,33.8,07/04/2021
26113,38.1,07/04/2021
01049,20.1,07/04/2021
20181,31.6,07/04/2021
48097,0,07/04/2021
51790,1.6,07/04/2021
17195,41.9,07/04/2021
45071,37,07/04/2021
72087,32.9,07/04/2021
42041,50.7,07/04/2021
35039,53.6,07/04/2021
08045,30.5,07/04/2021
35033,39,07/04/2021
37019,46.8,07/04/2021
20175,29.5,07/04/2021
40019,30.3,07/04/2021
21001,27.6,07/04/2021
21129,34.8,07/04/2021
30091,38.5,07/04/2021
53017,44.8,07/04/2021
51530,0,07/04/2021
54023,12.2,07/04/2021
20179,28.2,07/04/2021
37131,34,07/04/2021
21109,23.2,07/04/2021
31117,9.3,07/04/2021
11001,50.1,07/04/2021
46091,39.9,07/04/2021
21087,31.1,07/04/2021
36085,47.9,07/04/2021
12013,23.1,07/04/2021
31127,38,07/04/2021
40087,34.9,07/04/2021
38047,26.3,07/04/2021
21027,31.2,07/04/2021
30083,27,07/04/2021
21113,42.1,07/04/2021
49017,32.9,07/04/2021
49027,26.7,07/04/2021
29097,30.8,07/04/2021
48055,0,07/04/2021
30063,53.1,07/04/2021
50001,58.5,07/04/2021
49007,28.7,07/04/2021
08043,24.4,07/04/2021
13115,9.6,07/04/2021
72091,56.1,07/04/2021
27071,47,07/04/2021
05147,37.4,07/04/2021
49031,22.9,07/04/2021
19091,39.5,07/04/2021
13311,5.6,07/04/2021
38055,33.9,07/04/2021
08015,31,07/04/2021
30085,39.7,07/04/2021
51540,5.6,07/04/2021
26119,43.9,07/04/2021
72054,55.8,07/04/2021
21191,33.1,07/04/2021
16027,28.8,07/04/2021
16077,35.9,07/04/2021
13143,8.3,07/04/2021
29186,32.9,07/04/2021
39125,33.8,07/04/2021
47055,26.6,07/04/2021
47015,21.4,07/04/2021
55033,38.3,07/04/2021
26157,35.8,07/04/2021
19135,37.2,07/04/2021
09009,59.4,07/04/2021
51195,19.6,07/04/2021
54075,22.4,07/04/2021
72141,50,07/04/2021
21177,35.8,07/04/2021
39163,28.8,07/04/2021
37077,42.3,07/04/2021
37009,38.5,07/04/2021
36121,40.4,07/04/2021
37165,32.2,07/04/2021
05141,29.6,07/04/2021
13191,27.7,07/04/2021
40091,39.7,07/04/2021
20191,30.4,07/04/2021
29223,25,07/04/2021
51191,32.8,07/04/2021
49023,22.7,07/04/2021
02185,28.3,07/04/2021
31099,35.6,07/04/2021
36021,58.6,07/04/2021
37101,35.3,07/04/2021
26069,45.3,07/04/2021
55087,48.8,07/04/2021
21175,35.8,07/04/2021
42115,36.7,07/04/2021
27129,43.3,07/04/2021
33011,50.3,07/04/2021
22071,49.7,07/04/2021
36123,42.7,07/04/2021
21069,35.1,07/04/2021
12115,54.5,07/04/2021
42089,43.9,07/04/2021
20103,42.4,07/04/2021
06115,31.8,07/04/2021
20201,38.7,07/04/2021
16071,29,07/04/2021
16007,32.8,07/04/2021
